id,customer_id,channel,date,interaction_type
167,798,Chat,2025-04-17,Inquiry
168,573,Social,2024-10-10,Upsell
169,683,Web,2024-08-13,Feedback
170,323,Email,2024-05-26,Support
171,135,Web,2024-02-11,Feedback
172,242,Phone,2024-10-22,Feedback
173,53,Chat,2025-02-22,Support
174,366,Social,2024-09-15,Inquiry
175,68,Phone,2024-08-22,Feedback
176,569,Web,2024-08-26,Feedback
177,341,Phone,2025-04-21,Support
178,179,Web,2025-06-17,Feedback
179,781,Chat,2024-10-11,Inquiry
180,543,Chat,2024-03-30,Inquiry
181,745,Web,2024-10-28,Inquiry
182,409,Chat,2024-04-04,Upsell
183,318,Web,2025-06-12,Support
184,52,Chat,2025-01-07,Upsell
185,238,Chat,2025-01-11,Inquiry
186,578,Social,2024-02-07,Feedback
187,464,Phone,2024-03-19,Upsell
188,662,Web,2024-06-18,Upsell
189,633,Chat,2024-10-02,Upsell
190,784,Web,2024-12-20,Inquiry
191,933,Phone,2024-07-12,Feedback
192,396,Social,2024-07-30,Inquiry
193,350,Web,2024-01-11,Support
194,25,Phone,2024-04-04,Support
195,674,Social,2024-06-07,Inquiry
196,360,Phone,2024-07-16,Upsell
197,724,Email,2024-03-30,Support
198,416,Email,2024-11-10,Inquiry
199,514,Web,2025-02-24,Support
200,27,Phone,2024-08-20,Support
201,282,Web,2024-02-13,Upsell
202,93,Web,2025-06-09,Feedback
203,554,Email,2024-05-02,Support
204,576,Chat,2025-03-06,Upsell
205,760,Chat,2024-05-20,Feedback
206,882,Email,2024-12-25,Inquiry
207,366,Web,2024-03-31,Feedback
208,374,Email,2024-10-20,Support
209,596,Web,2025-01-25,Feedback
210,624,Email,2024-01-06,Feedback
211,550,Web,2025-01-27,Support
212,170,Chat,2024-03-04,Feedback
213,304,Chat,2024-05-16,Inquiry
214,314,Web,2024-04-10,Inquiry
215,407,Email,2025-04-16,Upsell
216,162,Chat,2024-12-07,Upsell
217,507,Chat,2024-10-17,Upsell
218,538,Web,2025-01-03,Feedback
219,560,Social,2024-12-15,Upsell
220,290,Chat,2024-07-13,Inquiry
221,899,Email,2025-01-09,Support
222,444,Phone,2024-06-17,Support
223,195,Social,2024-08-09,Upsell
224,380,Chat,2024-04-15,Support
225,284,Social,2024-04-21,Support
226,363,Social,2025-01-13,Upsell
227,655,Web,2025-01-08,Feedback
228,397,Phone,2025-05-15,Upsell
229,911,Social,2024-05-27,Support
230,149,Social,2024-04-03,Inquiry
231,82,Web,2024-08-08,Support
232,853,Email,2025-06-16,Inquiry
233,132,Social,2024-01-05,Support
234,803,Social,2024-08-12,Inquiry
235,227,Web,2024-05-11,Upsell
236,195,Social,2025-04-14,Feedback
237,665,Social,2024-01-25,Inquiry
238,488,Email,2025-05-07,Feedback
239,530,Phone,2025-05-24,Support
240,9,Web,2024-03-27,Feedback
241,668,Social,2024-09-03,Feedback
242,127,Chat,2025-05-23,Feedback
243,80,Phone,2025-06-13,Inquiry
244,412,Email,2024-03-27,Support
245,578,Chat,2025-01-18,Support
246,396,Social,2025-01-19,Support
247,499,Web,2024-10-19,Inquiry
248,545,Web,2024-09-24,Support
249,319,Chat,2025-01-31,Upsell
250,991,Social,2024-03-25,Upsell
251,447,Chat,2024-04-02,Feedback
252,318,Web,2025-05-01,Feedback
253,133,Email,2025-03-03,Feedback
254,508,Email,2024-11-30,Inquiry
255,870,Phone,2024-05-04,Feedback
256,333,Chat,2025-05-17,Support
257,599,Phone,2025-02-18,Upsell
258,344,Chat,2025-02-12,Feedback
259,383,Social,2024-04-09,Inquiry
260,105,Email,2024-01-29,Feedback
261,298,Web,2024-12-13,Feedback
262,126,Chat,2025-01-24,Feedback
263,456,Web,2024-07-15,Inquiry
264,422,Email,2024-04-08,Support
265,192,Social,2024-03-22,Support
266,919,Social,2024-03-17,Support
267,177,Phone,2024-02-23,Inquiry
268,964,Email,2024-07-13,Support
269,990,Social,2024-09-20,Feedback
270,605,Chat,2025-03-06,Support
271,471,Chat,2024-11-19,Inquiry
272,754,Chat,2024-09-16,Inquiry
273,647,Email,2024-10-29,Support
274,530,Web,2024-10-11,Upsell
275,246,Social,2024-08-01,Upsell
276,524,Social,2024-12-16,Upsell
277,363,Web,2024-09-22,Inquiry
278,155,Web,2025-02-01,Feedback
279,500,Social,2025-04-21,Feedback
280,375,Web,2024-10-18,Support
281,434,Chat,2025-01-19,Support
282,905,Chat,2024-11-22,Upsell
283,291,Phone,2024-05-09,Inquiry
284,967,Email,2024-11-18,Feedback
285,354,Web,2024-02-18,Upsell
286,797,Social,2024-07-01,Support
287,225,Phone,2024-07-27,Support
288,492,Chat,2024-06-08,Feedback
289,281,Chat,2024-10-12,Upsell
290,892,Chat,2024-09-29,Inquiry
291,737,Social,2024-08-13,Support
292,870,Chat,2025-05-09,Support
293,889,Web,2025-04-21,Upsell
294,107,Social,2024-12-10,Upsell
295,89,Email,2024-08-06,Feedback
296,282,Chat,2024-08-06,Inquiry
297,748,Web,2025-01-28,Feedback
298,531,Web,2025-01-14,Upsell
299,413,Chat,2024-02-07,Feedback
300,459,Phone,2025-06-05,Inquiry
301,641,Social,2024-01-24,Upsell
302,982,Chat,2024-01-16,Inquiry
303,145,Phone,2024-02-08,Feedback
304,896,Email,2025-05-20,Support
305,101,Chat,2024-08-10,Feedback
306,759,Email,2024-06-20,Support
307,793,Phone,2024-05-23,Inquiry
308,764,Phone,2024-09-10,Upsell
309,949,Phone,2025-04-03,Upsell
310,211,Chat,2025-06-08,Upsell
311,424,Chat,2025-06-15,Support
312,310,Chat,2025-06-15,Feedback
313,252,Phone,2024-05-14,Upsell
314,339,Web,2024-01-10,Inquiry
315,665,Email,2025-01-18,Support
316,388,Social,2024-01-19,Support
317,323,Phone,2024-06-03,Upsell
318,232,Social,2025-05-10,Inquiry
319,986,Web,2025-04-27,Feedback
320,296,Social,2024-07-17,Support
321,995,Email,2025-01-20,Inquiry
322,147,Email,2024-06-07,Upsell
323,386,Email,2024-01-28,Support
324,805,Social,2024-06-30,Upsell
325,756,Phone,2024-10-27,Inquiry
326,817,Phone,2024-07-24,Inquiry
327,537,Social,2024-08-05,Feedback
328,758,Phone,2024-01-12,Upsell
329,714,Web,2025-04-22,Support
330,159,Social,2024-01-13,Support
331,639,Phone,2024-01-07,Inquiry
332,98,Chat,2025-05-07,Upsell
333,880,Email,2024-11-12,Upsell
334,2,Web,2025-03-23,Upsell
335,109,Chat,2024-11-24,Support
336,171,Web,2024-12-29,Upsell
337,559,Email,2024-08-16,Inquiry
338,989,Email,2025-02-16,Feedback
339,87,Web,2024-01-23,Inquiry
340,882,Phone,2024-08-10,Inquiry
341,384,Chat,2025-02-08,Upsell
342,825,Chat,2024-04-22,Upsell
343,930,Social,2024-09-25,Inquiry
344,687,Social,2024-05-20,Support
345,145,Web,2024-03-14,Inquiry
346,502,Phone,2024-06-17,Feedback
347,559,Web,2024-08-09,Upsell
348,579,Social,2025-04-25,Upsell
349,47,Social,2025-05-18,Inquiry
350,762,Email,2024-02-22,Support
351,226,Web,2025-02-08,Feedback
352,647,Phone,2025-02-16,Inquiry
353,157,Chat,2025-02-11,Upsell
354,272,Chat,2024-03-23,Feedback
355,451,Chat,2024-01-24,Upsell
356,74,Phone,2024-08-05,Upsell
357,565,Email,2025-04-06,Support
358,652,Social,2024-09-02,Upsell
359,499,Chat,2024-10-26,Feedback
360,489,Email,2025-04-06,Upsell
361,194,Email,2024-03-05,Upsell
362,242,Web,2024-06-07,Support
363,271,Email,2024-05-12,Feedback
364,913,Web,2024-06-15,Upsell
365,278,Email,2025-02-09,Upsell
366,864,Web,2025-04-14,Upsell
367,29,Web,2025-01-21,Inquiry
368,357,Email,2024-10-01,Support
369,194,Social,2025-03-21,Inquiry
370,477,Phone,2024-10-12,Support
371,16,Web,2024-10-03,Upsell
372,592,Email,2024-06-20,Upsell
373,981,Phone,2024-07-16,Support
374,970,Phone,2024-03-21,Support
375,799,Email,2024-02-24,Upsell
376,99,Social,2024-08-06,Feedback
377,560,Web,2025-06-12,Upsell
378,301,Social,2024-11-19,Upsell
379,319,Phone,2024-09-08,Inquiry
380,754,Social,2025-04-15,Upsell
381,408,Web,2024-02-09,Feedback
382,422,Chat,2024-04-03,Feedback
383,623,Phone,2025-04-10,Upsell
384,576,Phone,2024-12-29,Inquiry
385,219,Social,2024-07-22,Inquiry
386,407,Email,2024-03-12,Inquiry
387,612,Email,2024-05-05,Feedback
388,559,Social,2024-11-19,Upsell
389,372,Email,2024-11-05,Feedback
390,782,Email,2025-02-11,Feedback
391,1,Phone,2025-03-16,Upsell
392,499,Email,2025-02-19,Feedback
393,961,Phone,2024-10-18,Upsell
394,462,Chat,2024-01-13,Feedback
395,307,Social,2025-05-11,Upsell
396,420,Phone,2024-02-28,Upsell
397,147,Social,2024-03-04,Feedback
398,203,Web,2024-01-20,Inquiry
399,314,Social,2024-05-13,Support
400,954,Web,2024-03-04,Support
401,650,Chat,2024-01-04,Feedback
402,565,Chat,2024-12-16,Support
403,660,Web,2024-12-09,Upsell
404,442,Phone,2025-03-07,Feedback
405,865,Web,2024-05-02,Upsell
406,928,Email,2024-05-28,Inquiry
407,448,Social,2025-05-06,Upsell
408,743,Social,2024-05-10,Upsell
409,818,Chat,2025-02-24,Feedback
410,701,Social,2025-03-24,Support
411,663,Phone,2024-05-21,Support
412,502,Phone,2025-03-08,Inquiry
413,985,Phone,2025-01-05,Upsell
414,842,Phone,2024-02-19,Inquiry
415,335,Web,2025-04-18,Support
416,44,Email,2024-12-03,Feedback
417,725,Social,2024-01-10,Support
418,202,Chat,2024-12-20,Feedback
419,188,Email,2025-06-03,Support
420,869,Chat,2024-10-03,Upsell
421,648,Social,2024-07-10,Inquiry
422,721,Email,2024-02-29,Support
423,366,Chat,2025-06-15,Upsell
424,142,Email,2024-02-15,Support
425,989,Phone,2024-09-24,Support
426,398,Web,2024-02-28,Upsell
427,616,Social,2025-03-20,Upsell
428,301,Social,2025-01-09,Feedback
429,358,Phone,2025-06-28,Support
430,569,Chat,2024-04-15,Inquiry
431,625,Phone,2024-02-22,Feedback
432,717,Phone,2024-03-06,Upsell
433,442,Social,2024-06-01,Inquiry
434,609,Phone,2025-05-26,Feedback
435,324,Social,2025-05-22,Support
436,189,Social,2024-02-18,Inquiry
437,42,Chat,2024-09-27,Support
438,520,Chat,2024-11-19,Feedback
439,75,Phone,2025-05-20,Support
440,201,Social,2025-04-09,Inquiry
441,156,Phone,2024-07-25,Support
442,743,Email,2024-07-27,Upsell
443,147,Phone,2024-03-08,Upsell
444,469,Email,2024-06-27,Inquiry
445,459,Email,2024-11-20,Inquiry
446,659,Chat,2024-12-20,Inquiry
447,238,Chat,2024-04-09,Feedback
448,588,Chat,2024-09-14,Inquiry
449,157,Web,2024-10-23,Upsell
450,275,Chat,2024-08-20,Inquiry
451,730,Email,2024-09-07,Inquiry
452,964,Web,2024-10-10,Inquiry
453,53,Chat,2025-03-26,Upsell
454,840,Phone,2024-12-07,Support
455,643,Web,2025-03-20,Inquiry
456,209,Chat,2024-11-09,Feedback
457,954,Email,2025-04-11,Inquiry
458,992,Phone,2025-05-31,Upsell
459,552,Chat,2025-06-20,Inquiry
460,594,Phone,2025-04-12,Feedback
461,226,Chat,2024-02-17,Inquiry
462,548,Email,2024-02-10,Inquiry
463,926,Email,2024-05-23,Feedback
464,201,Web,2024-11-16,Feedback
465,643,Phone,2025-06-12,Feedback
466,288,Email,2024-08-07,Inquiry
467,710,Web,2024-08-08,Feedback
468,553,Web,2025-06-10,Inquiry
469,509,Phone,2024-04-07,Support
470,92,Social,2025-03-07,Upsell
471,852,Web,2025-03-19,Support
472,999,Chat,2025-06-01,Support
473,110,Chat,2025-04-28,Support
474,25,Social,2025-06-21,Feedback
475,430,Web,2025-04-21,Support
476,156,Web,2024-09-10,Inquiry
477,715,Chat,2025-05-31,Support
478,580,Phone,2024-09-18,Support
479,90,Social,2025-03-21,Support
480,938,Phone,2024-08-18,Feedback
481,132,Chat,2025-01-31,Inquiry
482,785,Web,2024-12-14,Feedback
483,464,Social,2024-10-19,Feedback
484,933,Phone,2024-01-04,Inquiry
485,916,Social,2024-04-24,Upsell
486,416,Email,2025-04-07,Feedback
487,67,Chat,2024-11-26,Inquiry
488,716,Email,2024-03-20,Support
489,618,Web,2024-10-04,Inquiry
490,787,Email,2025-02-05,Feedback
491,925,Phone,2025-03-01,Inquiry
492,835,Email,2025-06-03,Upsell
493,827,Chat,2025-02-05,Support
494,191,Web,2025-06-19,Feedback
495,390,Social,2024-01-20,Feedback
496,906,Email,2025-01-20,Upsell
497,548,Email,2024-03-28,Inquiry
498,928,Chat,2025-05-08,Upsell
499,183,Web,2024-08-09,Upsell
500,592,Email,2024-06-18,Upsell
501,397,Email,2025-06-22,Upsell
502,877,Web,2025-02-12,Feedback
503,832,Social,2024-02-15,Support
504,833,Chat,2024-10-27,Inquiry
505,339,Email,2024-07-05,Feedback
506,789,Web,2025-03-20,Support
507,305,Phone,2024-12-27,Inquiry
508,641,Email,2024-08-20,Support
509,434,Email,2025-04-04,Inquiry
510,87,Email,2025-01-06,Upsell
511,948,Social,2024-05-08,Inquiry
512,898,Chat,2024-02-05,Support
513,3,Email,2024-11-23,Upsell
514,360,Web,2024-11-22,Inquiry
515,889,Social,2024-12-29,Feedback
516,28,Email,2024-12-06,Feedback
517,844,Email,2024-08-27,Inquiry
518,617,Web,2025-02-06,Inquiry
519,568,Chat,2024-04-26,Inquiry
520,910,Chat,2024-02-06,Inquiry
521,885,Social,2024-11-22,Inquiry
522,962,Phone,2025-04-14,Inquiry
523,108,Phone,2025-01-02,Inquiry
524,474,Chat,2024-02-22,Inquiry
525,894,Social,2024-11-11,Feedback
526,946,Phone,2024-12-13,Feedback
527,2,Email,2024-05-14,Inquiry
528,299,Phone,2024-01-04,Upsell
529,853,Social,2025-03-06,Feedback
530,319,Email,2025-04-13,Support
531,594,Email,2024-09-22,Upsell
532,472,Email,2024-03-24,Inquiry
533,962,Phone,2024-11-21,Inquiry
534,628,Web,2024-06-17,Upsell
535,21,Chat,2024-07-17,Inquiry
536,822,Chat,2024-01-29,Inquiry
537,758,Chat,2025-01-06,Feedback
538,220,Chat,2025-02-13,Support
539,189,Phone,2024-02-25,Upsell
540,192,Social,2025-04-21,Upsell
541,789,Web,2024-02-18,Feedback
542,485,Email,2024-09-23,Support
543,819,Email,2024-12-23,Inquiry
544,484,Phone,2024-03-04,Upsell
545,352,Social,2024-05-03,Inquiry
546,34,Phone,2024-06-28,Support
547,438,Web,2025-05-06,Inquiry
548,840,Email,2025-01-11,Upsell
549,963,Social,2024-04-17,Inquiry
550,277,Email,2024-05-20,Support
551,228,Social,2024-03-13,Support
552,162,Social,2024-03-09,Upsell
553,599,Web,2024-02-12,Support
554,161,Web,2024-05-14,Inquiry
555,427,Phone,2024-11-30,Feedback
556,655,Email,2024-04-07,Support
557,545,Web,2024-10-22,Inquiry
558,789,Phone,2024-01-19,Inquiry
559,334,Web,2024-09-17,Support
560,915,Social,2024-04-04,Support
561,700,Email,2024-12-07,Support
562,582,Chat,2025-05-19,Upsell
563,479,Social,2025-03-28,Upsell
564,960,Email,2024-10-09,Upsell
565,104,Chat,2025-03-08,Support
566,863,Phone,2024-12-25,Support
567,388,Email,2024-08-17,Upsell
568,471,Phone,2024-12-04,Support
569,408,Phone,2025-05-12,Upsell
570,690,Email,2025-05-28,Support
571,611,Social,2025-04-27,Feedback
572,534,Email,2024-11-07,Feedback
573,409,Phone,2024-03-27,Feedback
574,423,Chat,2025-06-08,Upsell
575,626,Phone,2024-06-05,Support
576,475,Chat,2024-12-11,Upsell
577,196,Social,2024-07-28,Upsell
578,242,Chat,2024-02-29,Upsell
579,830,Phone,2024-02-08,Upsell
580,184,Email,2024-10-22,Feedback
581,688,Email,2025-06-23,Upsell
582,674,Email,2024-04-10,Inquiry
583,47,Web,2024-07-26,Upsell
584,606,Phone,2024-04-08,Feedback
585,744,Chat,2024-10-15,Upsell
586,774,Email,2024-10-07,Support
587,315,Web,2024-02-10,Inquiry
588,64,Email,2024-01-23,Feedback
589,555,Web,2024-04-07,Support
590,882,Email,2025-02-19,Feedback
591,751,Social,2024-12-21,Support
592,662,Email,2024-05-04,Feedback
593,638,Social,2025-04-12,Inquiry
594,360,Email,2024-10-02,Feedback
595,77,Chat,2024-02-28,Feedback
596,756,Chat,2025-02-09,Inquiry
597,490,Chat,2024-03-28,Feedback
598,501,Phone,2024-01-25,Feedback
599,399,Social,2024-05-24,Support
600,413,Phone,2024-08-18,Feedback
601,764,Phone,2025-06-04,Upsell
602,67,Phone,2024-08-10,Inquiry
603,437,Web,2024-01-19,Support
604,890,Social,2025-06-15,Feedback
605,583,Phone,2024-11-22,Upsell
606,293,Web,2025-02-28,Support
607,515,Phone,2024-08-31,Feedback
608,619,Social,2024-09-24,Feedback
609,972,Social,2024-09-02,Upsell
610,158,Phone,2024-12-11,Feedback
611,18,Phone,2024-03-08,Support
612,172,Chat,2024-01-15,Inquiry
613,486,Web,2025-04-25,Upsell
614,53,Web,2025-03-14,Support
615,621,Social,2025-02-07,Feedback
616,328,Social,2024-06-02,Inquiry
617,961,Social,2025-02-07,Inquiry
618,231,Social,2024-12-01,Inquiry
619,357,Social,2025-05-01,Feedback
620,58,Email,2025-03-19,Feedback
621,653,Chat,2025-05-31,Support
622,178,Email,2024-12-30,Feedback
623,251,Phone,2025-02-06,Inquiry
624,683,Social,2024-03-25,Upsell
625,991,Phone,2024-02-08,Feedback
626,103,Social,2025-04-15,Upsell
627,503,Phone,2024-07-26,Feedback
628,529,Phone,2025-06-04,Feedback
629,851,Web,2024-11-19,Upsell
630,596,Web,2024-09-14,Upsell
631,498,Social,2024-03-18,Feedback
632,100,Chat,2024-01-31,Feedback
633,478,Email,2024-11-18,Upsell
634,371,Web,2024-07-01,Feedback
635,689,Phone,2024-05-30,Support
636,347,Phone,2024-10-07,Upsell
637,913,Social,2025-06-25,Upsell
638,794,Email,2025-04-14,Support
639,242,Social,2024-12-12,Upsell
640,857,Web,2024-11-30,Upsell
641,741,Email,2025-03-02,Upsell
642,228,Phone,2024-06-02,Upsell
643,322,Social,2024-02-03,Inquiry
644,318,Social,2024-10-07,Support
645,945,Chat,2025-05-19,Feedback
646,877,Phone,2024-11-10,Upsell
647,14,Web,2025-05-23,Upsell
648,182,Email,2024-02-05,Inquiry
649,839,Chat,2025-06-26,Support
650,337,Phone,2024-06-17,Inquiry
651,702,Web,2025-06-11,Feedback
652,29,Web,2024-06-21,Upsell
653,125,Web,2024-08-25,Support
654,533,Email,2024-06-23,Inquiry
655,312,Email,2025-02-12,Feedback
656,608,Social,2024-11-05,Upsell
657,660,Email,2025-03-28,Feedback
658,152,Chat,2025-05-02,Support
659,896,Web,2024-10-13,Feedback
660,376,Chat,2024-08-02,Inquiry
661,680,Web,2024-03-16,Upsell
662,782,Web,2025-05-17,Feedback
663,851,Email,2025-03-11,Upsell
664,873,Social,2024-08-05,Support
665,46,Phone,2025-01-07,Feedback
666,578,Social,2024-07-03,Inquiry
667,986,Web,2024-03-13,Upsell
668,690,Phone,2024-03-05,Feedback
669,61,Social,2024-05-26,Support
670,266,Chat,2024-07-30,Inquiry
671,293,Phone,2024-08-02,Feedback
672,160,Phone,2024-01-19,Upsell
673,624,Email,2024-12-17,Inquiry
674,641,Social,2025-03-22,Inquiry
675,245,Email,2024-05-09,Inquiry
676,182,Social,2024-03-25,Support
677,518,Chat,2024-12-13,Support
678,286,Email,2024-03-30,Upsell
679,986,Chat,2025-01-15,Feedback
680,821,Social,2025-04-26,Upsell
681,183,Email,2024-08-18,Support
682,241,Chat,2024-06-17,Support
683,293,Chat,2024-06-08,Support
684,276,Web,2025-04-17,Inquiry
685,203,Email,2025-02-09,Support
686,700,Web,2024-07-17,Support
687,756,Chat,2025-01-29,Upsell
688,617,Chat,2024-01-11,Support
689,246,Web,2025-05-03,Support
690,996,Social,2024-06-10,Inquiry
691,494,Chat,2024-08-06,Inquiry
692,89,Web,2024-08-06,Feedback
693,279,Phone,2024-01-24,Inquiry
694,271,Social,2024-01-19,Inquiry
695,61,Email,2025-06-24,Feedback
696,409,Phone,2024-10-17,Inquiry
697,1,Email,2025-06-10,Support
698,801,Phone,2025-06-16,Inquiry
699,670,Social,2024-10-26,Feedback
700,358,Email,2025-02-03,Support
701,35,Web,2025-06-22,Inquiry
702,583,Phone,2024-10-20,Inquiry
703,67,Email,2024-01-01,Inquiry
704,775,Phone,2024-04-15,Upsell
705,955,Web,2025-05-03,Feedback
706,164,Web,2024-10-07,Feedback
707,27,Email,2024-07-01,Inquiry
708,688,Social,2024-06-24,Feedback
709,590,Chat,2024-12-14,Upsell
710,274,Email,2024-03-20,Feedback
711,260,Phone,2024-01-24,Feedback
712,39,Chat,2025-03-12,Inquiry
713,676,Chat,2024-02-18,Support
714,530,Phone,2025-03-09,Inquiry
715,453,Chat,2024-07-09,Feedback
716,509,Chat,2024-12-25,Support
717,79,Social,2024-08-21,Support
718,133,Chat,2024-02-23,Support
719,767,Phone,2025-05-27,Inquiry
720,145,Web,2024-09-04,Support
721,841,Phone,2024-10-24,Feedback
722,440,Chat,2024-04-20,Inquiry
723,141,Social,2024-12-15,Feedback
724,207,Email,2024-11-29,Inquiry
725,783,Phone,2025-01-17,Inquiry
726,450,Social,2024-06-05,Support
727,200,Web,2025-02-04,Support
728,501,Email,2025-03-29,Inquiry
729,410,Social,2024-07-01,Feedback
730,869,Web,2024-05-13,Upsell
731,397,Social,2025-02-13,Support
